gene	SRR1039508	SRR1039509	SRR1039512	SRR1039513	SRR1039516	SRR1039517	SRR1039520	SRR1039521
GUCA2B	0	0	0	0	0	0	0	0
CUL7	1313	753	1650	581	1421	1354	1195	911
CTNNA1	7106	6407	9696	5627	8672	12397	7238	8018
PHKA2	321	318	387	245	356	573	322	406
CNTLN	490	373	690	349	790	658	387	349
EPHA3	43	23	35	46	39	35	79	88
HSPA5	16591	13418	19997	7565	16910	41484	10577	7728
DSG2	17	6	69	31	0	1	63	39
GEMIN8	323	347	380	216	364	444	403	379
OFD1	375	270	557	418	665	1036	688	546
GPM6B	111	324	303	1395	718	5450	250	1075
MAGEC2	0	0	1	0	1	1	1	1
PREX2	78	28	104	29	5	7	16	5
WDR37	524	525	557	434	550	717	476	618
YTHDC2	713	747	713	458	729	1055	662	688
CTPS2	352	249	299	214	353	381	337	356
ATP6V1H	881	737	969	634	950	1012	754	897
POLR2B	2435	2020	2534	1475	2746	3279	2060	2053
FAM214A	673	541	726	460	746	596	612	722
ARAP2	48	36	145	55	8	11	59	39
TPR	4239	3729	5533	3012	5640	6603	4260	4416
CP	7	10	16	16	6	12	13	16
KIAA0556	853	602	954	560	987	1091	696	750
DTNBP1	244	235	256	159	276	290	227	242
ANO2	7	7	15	15	14	20	6	8
C12orf4	451	353	490	193	564	535	358	261
SCML1	360	444	561	324	428	596	409	483
WWC3	1184	1395	1735	979	1711	2939	1277	1665
ARHGAP6	613	644	454	198	399	469	441	476
FAM184B	9	1	7	10	3	11	4	4
MAP4	15532	14351	19186	11680	19374	24938	12804	15744
GOPC	1497	1210	1789	893	1830	1764	1362	1286
ROS1	0	2	1	1	6	3	0	0
USP28	535	475	528	323	722	932	474	438
HDAC9	344	220	512	205	587	491	426	323
TSPAN17	809	760	914	657	1064	1491	755	916
NOP16	93	102	112	107	106	247	106	111
CC2D2A	1050	742	993	442	1198	968	827	635
RRM2B	1583	1223	1624	952	1606	1802	1360	1337
ZNF800	317	320	340	295	379	579	314	411
TNFRSF17	0	0	0	0	0	1	1	0
SNX29	1646	1554	2513	2140	1820	2481	1719	3112
LMO3	22	58	29	48	61	219	30	54
MRPS10	827	631	962	595	877	1085	685	596
GUCA1A	2	2	17	4	10	4	4	0
RSF1	1536	1289	1731	996	2001	2281	1461	1612
VPS13D	2343	2886	3223	2889	2527	4673	2554	4540
CELF2	4800	6502	4288	4974	3689	7679	3694	8988
FAM120A	3408	3239	3983	2278	4393	6147	3119	3446
R3HDM1	566	467	631	307	734	639	451	423
COL9A2	73	37	103	34	112	83	83	47
KITLG	2854	1863	3388	1909	4782	5628	2059	2251
ERCC8	182	118	183	75	156	190	125	113
ADAMTS6	155	134	223	89	249	235	100	57
H6PD	5730	5511	6852	5162	4823	9033	5349	7229
VAMP3	3167	2808	3839	2689	3846	4867	2826	3343
PER3	287	49	304	80	387	85	380	51
UTS2	0	0	2	0	2	1	0	0
TNFRSF9	0	0	1	0	1	0	0	0
EPN3	20	11	16	3	13	13	16	8
SRD5A2	0	1	2	0	0	3	0	1
LTBP1	14321	21629	19972	17205	18825	32452	13569	25225
RCN1	5167	4012	5163	2857	6323	7971	4493	4038
ARID1B	1978	1556	1760	919	2309	2428	1673	1595
CLPTM1L	1424	1407	1559	1065	1645	2534	1187	1411
NEDD4L	1631	607	2014	368	1927	1476	1526	782
HEXB	3765	2979	5221	3307	5944	6917	4005	4020
PTCD2	197	112	244	114	185	215	157	148
KIAA2022	0	0	0	0	0	0	0	0
JKAMP	898	760	1174	734	1252	1459	817	864
DKK3	12772	12887	20913	13000	18869	27144	15966	21281
ARHGEF5	302	251	974	540	401	574	447	466
NFE2L3	196	156	235	121	347	408	172	198
MCUR1	474	490	513	408	577	823	496	775
LIMA1	6327	5606	13017	5367	12691	15242	8344	5943
LETMD1	971	764	1104	656	1012	934	892	929
SLC4A8	46	29	92	55	115	105	55	38
LAMC3	74	44	44	22	164	248	61	47
PTGER3	350	288	515	214	452	363	282	288
TNIP3	2	0	1	0	7	4	0	2
MAPK9	919	768	1032	608	1023	1164	807	850
COL23A1	0	3	0	0	0	1	0	2
BCAR1	1118	1141	1190	619	1423	2325	1022	1054
FAM160A2	436	400	494	272	507	569	405	460
HERPUD1	1702	2377	2113	2047	2090	3951	1430	2707
HOMER3	407	326	444	195	520	556	440	407
RAD51	15	37	37	41	26	58	44	66
POLQ	23	13	25	14	24	13	33	27
PIK3CB	296	257	366	295	389	580	284	442
CYBA	756	799	693	428	551	845	621	784
THOC3	301	207	458	250	296	322	253	216
HEBP2	988	1166	1174	910	1250	1800	934	1343
MPHOSPH9	272	173	313	148	290	242	240	172
PLEKHA5	1499	1105	1784	926	2218	1721	1275	1178
PRSS8	0	0	0	0	1	0	0	0
SIKE1	767	637	850	485	775	924	665	622
RRP12	270	255	315	188	416	565	287	247
FNIP2	474	469	501	336	704	871	488	604
MSMO1	376	283	433	237	307	364	258	241
TTC17	2150	1825	2627	1423	3038	3090	2171	2147
ALX4	9	0	4	0	0	6	64	22
FSTL4	0	0	0	0	0	0	0	0
FOXN3	3595	3488	3253	2995	4266	5333	2870	4724
METTL24	23	8	23	6	2	3	12	10
AKR7A2	986	907	985	603	963	1218	835	912
MRTO4	302	318	375	253	369	616	314	320
NNAT	40	42	32	20	21	24	70	38
USE1	328	276	381	165	331	368	273	246
MCF2L2	4	10	1	1	7	7	5	6
NRIP2	29	28	50	25	43	44	44	33
LAMA3	927	1358	513	951	1378	2127	793	1647
AP5M1	514	430	644	346	620	763	438	478
ANAPC4	549	487	638	362	580	732	525	548
KCNQ1	0	1	0	0	1	0	0	0
TRAPPC3	724	718	823	488	784	1033	673	671
THRAP3	2878	2240	3505	1754	3654	3745	2777	2475
PHPT1	1118	873	917	370	891	1070	654	515
ENTPD2	2	0	4	0	1	1	4	1
LY75	6	5	8	14	4	16	15	26
ARID4B	1070	852	1342	685	1411	1523	989	1048
OPN3	128	142	74	98	85	199	112	200
SDCCAG8	444	327	582	277	629	464	662	555
PTPRN	32	28	17	5	14	4	21	10
HHAT	106	79	128	67	136	104	89	91
KIF1B	1556	1481	1666	1122	1707	2079	1343	1671
FOXC1	449	337	412	237	615	701	613	496
TBC1D22A	606	508	752	401	654	869	528	589
SYNE2	1901	1083	1976	1275	1455	2043	1389	2402
PLEKHH1	19	12	9	1	14	18	11	6
ATP9A	2737	2052	3503	2370	3298	5126	3244	3924
SPO11	0	0	0	0	1	0	0	0
CBLN4	0	0	0	0	0	0	0	0
CHRDL2	88	23	146	15	196	117	152	70
FAM168A	1801	1321	2109	938	2075	2151	1676	1496
RELT	16	7	7	6	13	20	17	9
GALC	654	666	702	480	753	1091	470	649
NOP58	499	481	554	386	592	867	455	438
SZRD1	2181	2026	2615	1612	2493	4055	1972	2469
KCNH2	54	17	22	1	2	1	11	16
CUL1	1165	1306	1255	838	1456	2238	1117	1271
FAM114A2	561	476	623	359	581	825	433	445
CYFIP2	533	211	392	95	479	313	241	143
TAB2	1631	1330	1817	1198	2140	2503	1357	1621
GINM1	1911	1942	2875	2121	2576	3516	2011	2506
EIF2AK2	2158	1606	2168	1134	2337	2572	1802	1659
USP36	892	907	811	541	841	1160	772	855
KMT2C	2294	1682	2112	995	2603	2717	2051	1972
MCOLN3	145	131	116	51	116	99	108	65
CCDC85A	21	9	44	4	7	5	59	27
PUM2	2309	2042	2321	1576	2531	3165	2104	2497
MRPL43	637	474	680	330	625	821	447	475
ITIH4	1	2	1	0	0	4	2	0
ITIH1	0	0	0	0	1	0	0	0
C4orf27	348	304	311	191	440	365	295	255
ZFR	2521	2472	3222	2071	3872	4988	2561	3010
ZNF280C	182	123	185	55	263	247	139	121
NPFFR2	0	0	0	0	0	0	1	0
PHF21B	0	0	0	0	0	0	0	0
TRAF1	182	253	279	163	171	216	203	260
RC3H2	1130	1237	1480	1131	1500	2217	1086	1478
PCGF2	634	500	887	398	927	864	578	487
IL17RB	103	46	108	30	83	49	122	61
TRAF3IP2	465	465	485	338	694	840	352	527
GYG2	232	227	311	180	301	510	211	263
DCBLD2	2252	1854	2439	1442	3572	3982	2283	2191
SERPINB3	0	0	0	0	0	0	0	0
SOAT1	967	1379	969	1012	1091	1687	1016	1661
PKP2	12	57	9	11	1	14	3	7
MSH4	5	2	2	1	5	2	9	6
F7	3	6	11	7	1	9	4	4
GDI2	3670	3041	3815	2234	3766	4671	2961	3003
PRDM1	118	129	163	251	175	467	88	331
ATG5	516	534	557	461	619	857	503	542
TMCC3	16	31	15	25	9	12	16	23
PITHD1	502	408	565	365	624	632	488	467
MTA3	810	620	1002	487	1098	1093	826	775
USP13	349	347	400	356	475	741	386	469
ATP11B	1315	1538	1687	1190	1633	2356	1504	2105
LAMC2	52	93	66	61	63	115	35	89
CDK14	1280	983	1486	920	1704	1843	1288	1484
SEC61A1	10534	7508	12744	5762	11814	13261	9740	7216
PPP1R12A	1498	1502	1766	1350	1842	2698	1290	1695
RASGRF1	1	0	2	3	3	4	0	0
CAMK2B	3	1	2	2	0	2	5	0
CROCC	644	609	567	312	648	807	628	646
POLR3E	460	526	523	329	553	719	386	512
ATP2B4	9975	7392	16375	7484	12933	17286	10602	9607
ZC3H11A	4157	3466	4268	2728	4541	5106	3541	3634
RIOK2	339	292	424	219	477	495	326	282
YIPF1	333	391	507	388	528	806	354	470
NDC1	279	227	323	191	282	364	246	174
DGKG	1	0	0	0	0	0	0	0
FLYWCH1	1427	1301	1726	922	1046	1032	1255	1466
UNKL	633	667	697	475	714	970	551	741
TBXAS1	11	20	12	5	28	16	13	10
PARP12	251	240	256	199	295	320	203	212
ALDH18A1	1754	1075	1761	731	1914	2299	1500	961
TARBP1	415	250	466	235	374	464	379	253
PET112	379	266	421	208	462	403	302	294
MXD1	230	165	208	139	212	200	178	171
CDK17	862	691	1016	427	1155	1149	860	651
DNAJC25	229	177	308	199	366	534	225	250
SLC2A3	1408	970	1166	676	1455	2388	1019	981
PSD	148	110	135	65	218	229	151	95
CTDP1	496	460	463	328	557	900	383	478
YBX3	4423	5386	4298	3676	5155	6862	3326	5840
STYK1	1	0	3	0	2	4	0	1
WNK1	5219	4067	6279	3355	7282	7793	5193	5254
RPS17P5	3	2	0	0	1	0	1	1
CCAR1	1521	1485	1548	994	2412	2357	1409	1459
OGFR	1256	1199	1153	654	1128	1485	935	1088
GNA15	0	0	1	0	0	0	0	0
CREB3L3	0	0	1	0	0	0	0	0
PIGV	244	250	401	265	309	395	264	364
PTPRU	400	399	500	235	365	612	316	366
SNRNP40	460	411	541	289	599	706	428	392
RIMBP2	0	0	2	0	2	0	0	0
COL11A1	56	228	286	722	77	549	97	678
QSER1	1143	807	1109	591	1254	1499	1087	975
MPC1	281	314	323	280	260	378	227	341
ACAA1	487	530	615	382	625	680	437	473
BCAT1	1962	1650	2613	1524	2427	3210	2945	2936
HDAC7	2487	3251	2742	2217	2285	4049	2193	3620
LZTS1	93	30	125	31	92	74	76	41
PRDM6	1182	952	1038	604	1056	999	593	774
WNT8A	0	0	0	0	0	0	0	0
SPAG4	65	75	122	50	92	202	76	123
NCKAP1	5065	4904	5456	4421	6390	8569	5264	6190
MRPS35	500	540	598	448	635	804	516	596
GUCY1B3	1758	2052	1875	1197	1542	1091	1746	1598
SFSWAP	825	692	1012	513	961	1050	774	778
TNK2	643	515	523	238	594	584	469	425
MON2	1337	1105	1611	824	1644	1957	1271	1146
CDH3	1	0	1	1	1	4	1	1
ARSF	1	0	0	0	1	0	0	1
GPBP1	1159	865	1316	712	1303	1412	1065	944
DGAT2	13	15	10	5	43	31	18	11
ZNF112	118	136	149	90	142	184	105	125
CS	1794	1621	1908	1074	2161	2142	1474	1437
LTK	3	4	0	0	2	2	2	1
MRPS24	20	9	10	5	22	20	8	11
ELMO2	1196	1256	1252	870	1353	1558	1078	1247
WAPAL	1039	946	1299	792	1360	1761	1002	1077
VMP1	2508	3351	3109	2738	3205	4799	2011	3166
APPBP2	1809	1445	1815	1219	2493	2412	1593	1490
POLD1	159	112	135	45	159	172	110	87
SEZ6	0	2	2	1	3	3	3	0
EIF4B	11641	10304	12853	7771	12860	13259	9257	9505
SLC6A16	30	16	35	16	43	30	47	15
GLTSCR1	219	267	250	196	247	436	193	258
SPHK2	223	206	289	203	267	330	182	189
RPL18	9957	9400	9726	4222	9042	10363	6666	6732
CA11	78	51	169	83	142	105	140	90
ISOC2	416	338	416	197	454	616	298	280
U2AF2	2283	1695	2440	1004	2493	2921	1839	1634
EPN1	2553	2577	2576	1515	2335	3240	1784	2182
MED29	1281	1136	1558	949	1515	1831	1234	1407
AHRR	492	345	803	318	957	986	832	528
GPC1	6139	3359	6541	2403	4979	5816	4310	3524
ADCK1	107	102	128	64	138	126	113	102
HAGH	315	306	401	279	324	464	336	431
RNF4	1132	1011	1305	793	1410	1659	1022	1061
CASP8	339	220	443	224	432	468	323	319
LIMCH1	495	313	465	226	549	821	259	329
ASUN	398	366	434	234	547	641	292	291
TM7SF3	1220	1379	1249	1457	1145	2149	872	2041
DLX3	0	0	0	0	0	0	0	0
SPA17	58	44	115	73	111	129	91	81
TSPAN32	37	12	20	5	28	8	23	7
WISP2	1468	493	4508	1566	3316	2107	1753	1004
DMRT3	0	0	0	0	0	0	0	0
ST3GAL6	30	11	50	19	42	44	39	30
ATP2C2	1	4	0	1	3	6	4	1
NGFR	1	5	2	0	2	4	0	0
CDON	579	103	600	141	330	245	698	165
TAF2	755	667	846	552	949	1205	740	755
HIPK2	2170	2889	2128	1627	2629	4883	1978	3226
TNPO3	1189	965	1390	749	1527	1664	1121	1125
MEF2BNB-MEF2B	0	1	0	1	1	2	0	0
RFXANK	266	267	369	188	357	435	224	224
TMEM161A	357	307	304	169	331	509	259	284
LPAR2	30	28	47	19	61	67	37	39
CTSA	6812	4712	9597	4555	9453	9436	7527	6497
SUGP2	1264	1163	1461	676	1469	1619	1076	942
SLC12A2	367	425	636	331	541	617	528	530
SNX24	213	260	237	210	306	508	191	295
EYA2	63	59	202	109	69	91	105	121
CNN2	5592	7621	8185	7553	7064	18338	5931	9340
ABCA7	159	92	252	65	241	174	145	86
SNCAIP	98	45	77	14	29	6	51	20
DDX20	301	326	369	254	373	598	241	283
BTBD1	1788	1645	2454	1550	2595	3474	1686	1876
FAR2	197	287	244	190	352	464	225	273
BCAS1	3	1	14	1	1	0	12	3
POU1F1	0	0	0	0	0	0	0	1
CHI3L2	1051	1227	1535	797	2099	2230	1066	879
SBNO2	1310	1259	1170	725	1205	1982	855	1169
PMS1	327	453	384	349	397	725	391	451
HMG20B	1081	1058	1126	697	1275	1708	902	1196
CALCRL	64	37	49	15	55	48	24	17
TAF11	192	167	257	146	184	286	181	167
ANKS1A	607	592	823	547	813	948	606	735
AP3D1	4182	3404	4526	2498	5005	6072	3371	3530
ZNF76	426	376	562	298	589	623	413	404
SLC9A3R2	925	679	906	369	1068	1788	955	754
NTHL1	93	86	116	52	115	143	91	74
UHRF1BP1	402	303	429	223	481	504	322	341
GNAI3	1977	1642	1783	1289	1912	2458	1644	1719
IPO5	4331	3368	5104	2861	4661	5337	4973	4125
OAT	2977	2765	3537	2170	2897	3550	2832	2898
WDR3	500	403	529	306	563	790	406	437
PKN2	1447	1256	1463	938	1662	1990	1228	1386
WDR18	337	331	270	139	278	529	220	261
TRAM2	9723	9710	10219	7105	11266	14939	8476	9892
NTN1	4671	5628	4696	3591	2034	3722	3401	5368
GLP2R	2	8	3	0	11	12	0	0
MCM10	7	5	6	4	12	8	8	5
DGKA	1058	898	1175	589	1134	1238	815	848
ERBB3	5	3	45	26	14	29	16	29
ROPN1	1	0	0	0	0	0	0	0
ANKRD44	91	58	151	101	178	167	146	159
KARS	1919	1948	2286	1237	2309	3054	1447	1527
ADAT1	267	237	328	154	358	318	236	203
PDIA5	737	586	873	449	815	925	884	740
TBC1D22B	348	262	374	161	412	342	315	227
NDUFB4	761	568	935	454	1077	1083	690	594
SPEN	1174	1612	1208	1079	1379	2144	1020	2002
MYLK	16718	16120	26734	14932	21127	28377	15489	14970
ZC3H15	828	710	962	536	1070	1192	743	616
MAP2K4	609	537	627	418	784	916	511	632
TMEM206	83	75	110	59	125	108	97	80
SNAP91	1	0	0	0	0	1	0	2
SLK	1647	1471	1695	1184	1871	2327	1668	1809
CYB5R4	362	272	315	167	374	417	224	230
COL17A1	1	1	1	0	3	2	2	2
GSTO2	18	26	106	49	73	75	43	50
SEC61A2	147	101	158	69	204	165	145	103
PRKCQ	1	0	0	3	1	2	0	0
TLE2	256	428	154	134	178	431	156	220
ASB1	1138	1160	1164	796	1144	1845	1076	1368
FAM107B	2677	1319	4865	1112	3015	2180	2546	1217
ME1	793	504	873	381	1327	778	616	388
TBC1D1	563	732	800	760	752	1370	655	873
CDK13	1151	1063	1234	810	1421	1768	1015	1217
MTHFD2	438	481	493	446	437	336	508	687
FOXJ2	795	720	809	489	868	946	704	781
YBX1	11417	9910	12397	6807	11585	13198	9340	8559
PDE4A	696	734	672	446	810	1084	632	754
PPP2R5A	685	602	726	653	761	1018	690	779
CTNNA2	0	0	0	0	0	0	0	0
ELAVL1	1141	958	1197	699	1200	1599	960	1037
TIE1	0	2	1	1	0	2	1	0
DIP2B	1159	774	1019	557	1329	1209	968	944
SMARCD1	832	818	895	519	1073	1123	679	770
KDM4A	977	700	1050	503	1089	1031	825	692
NFYC	399	305	488	211	526	511	410	338
ZMYND12	17	10	36	9	18	21	9	10
SLC9A3	52	59	73	21	35	31	26	31
NGEF	0	1	3	0	0	1	10	8
ASPM	95	70	228	75	184	129	123	87
CD84	0	0	0	0	0	0	0	0
ELOVL1	926	1125	961	811	965	1739	793	1119
SPI1	0	0	2	1	1	1	3	0
MPPED2	14	11	12	2	0	0	26	8
CLDN18	15	19	18	7	17	28	19	6
ZBTB11	531	315	577	297	518	566	491	377
ATXN3	369	259	425	282	407	405	315	352
GOLGA5	1247	1151	1754	954	1759	2101	1173	1225
FGFR2	74	9	42	7	8	5	71	13
LRRC40	370	283	316	216	378	449	272	266
ISOC1	415	338	289	174	280	345	266	263
EML1	2664	2225	2969	1769	3331	4912	2765	2884
TRMT11	219	161	285	162	234	235	258	246
THUMPD1	780	663	904	536	886	995	689	680
MSANTD3	731	393	615	260	930	632	615	387
KIF26A	5	3	5	0	0	0	5	6
ATG2B	1556	1160	1556	856	1627	1663	1443	1351
ARFGEF1	1571	1346	1717	1108	1922	2279	1463	1705
ACSM2B	0	0	0	0	0	0	0	0
ZFAT	247	138	248	95	306	310	191	159
MTFR1	264	308	267	238	324	430	283	363
STAG3	118	94	154	96	150	177	100	116
FECH	473	375	533	316	612	674	471	450
MYO9A	1048	954	1056	647	1210	1565	933	1080
DDX3Y	1507	1219	1376	871	1801	2351	0	2
PFKP	2243	1617	2208	859	2483	5481	2191	1812
IDI1	457	368	364	234	368	413	256	286
SP100	1989	1707	2562	1597	2579	2645	1921	2185
KLF6	2245	3604	2420	2925	2369	5061	1799	5407
PPAP2A	1431	907	1556	544	1767	776	1862	859
NEO1	1143	728	1534	776	1110	1096	1204	1083
TRAM1	6641	8318	10225	8214	10081	21398	6504	9937
TNFRSF1A	4009	3612	4233	2756	4630	4962	3308	3971
CACNB1	130	122	158	114	134	192	122	135
EVI5	618	701	865	612	752	961	632	698
STOML1	324	224	437	172	356	394	315	244
PKM	25702	17505	29223	12825	31058	33260	19597	13526
DHX29	1252	1116	1324	727	1364	1704	1058	969
DNTTIP2	746	626	951	618	1015	1361	666	714
METTL22	365	356	357	213	398	437	235	284
TP53BP1	2496	1312	2650	857	2971	1959	2061	1358
TRO	817	496	930	260	1005	712	759	471
RRP15	199	212	305	198	278	375	218	210
RHOA	8212	7827	12108	7753	10619	14019	8096	8828
DHX8	961	926	1335	707	1292	1469	988	1120
PMS2P4	22	18	28	14	34	24	20	24
PRKCZ	6	9	11	8	11	9	6	6
ZFY	372	334	373	290	387	587	0	1
IARS2	2785	2353	2945	1998	3369	4352	2443	2817
SYT1	5	1	9	7	53	56	1	4
NAV3	257	309	312	973	330	2310	165	1151
ROGDI	177	174	263	161	201	207	190	197
ROCK1	1968	2491	2437	2302	2680	4472	2092	3126
CBFB	557	578	476	506	575	817	515	702
PDK3	64	47	81	47	50	99	45	81
HDAC4	505	427	513	296	635	876	538	635
FGFR3	17	22	8	4	3	7	10	13
IFI35	412	389	446	280	382	639	282	355
HEATR6	387	337	556	237	456	527	331	352
COASY	838	842	960	609	965	1332	656	898
PLEKHH3	463	481	497	200	405	449	366	344
MEF2A	1113	1333	1545	1360	1525	2417	1304	2051
ACSL4	3811	2557	3565	1721	7062	6464	3548	2831
INPP5A	540	1140	952	1581	561	1707	863	2246
GRIPAP1	559	509	731	404	785	794	467	509
PRR11	103	64	79	49	111	111	86	71
REEP1	1	0	0	0	0	0	0	1
ATP11A	923	722	1059	505	1096	1443	862	988
POLR1A	1045	938	1353	873	1233	2000	1027	1083
LAPTM4A	8932	6885	9481	4746	11514	11576	8497	6917
TTC7A	943	746	1282	674	903	1139	956	956
IP6K2	944	630	1148	532	970	760	735	771
STON1-GTF2A1L	0	0	0	2	1	0	1	3
SRBD1	349	221	383	131	394	370	283	166
CYFIP1	2789	2489	3333	2229	3345	4731	2763	3198
KIF2A	595	501	712	322	775	912	484	502
RASGRP2	36	99	78	125	28	223	32	157
PSME4	1400	1439	1576	1137	1845	2058	1336	1648
IFT80	653	441	769	445	781	711	686	495
SIRT2	1301	1083	1291	700	1419	1311	1093	1148
ERLEC1	1619	1613	2297	1510	2075	2757	1668	1984
PPP2R5B	484	500	516	267	554	861	392	413
PYGM	33	10	62	12	13	19	27	20
PITX1	160	112	91	30	14	21	191	121
TRPC7	0	0	0	0	0	0	0	0
MAST4	1067	526	1319	352	1268	1082	878	575
GPR116	0	0	1	0	21	44	0	2
SDK2	13	10	17	5	9	6	20	15
ADAM7	0	0	0	0	0	0	0	0
NUP133	1126	999	1255	822	1201	1524	1005	1255
NUCKS1	4687	3023	5253	2457	5370	6280	4130	3467
VPS35	3378	2523	3562	1825	3568	3764	3053	2653
DNAJA2	1258	1158	1352	956	1505	1793	1169	1202
BCL3	403	335	570	165	552	380	346	239
KCNAB2	164	170	211	137	176	245	172	214
ABCC9	435	769	688	863	438	1125	769	1537
GAL	5	2	7	2	12	9	5	2
CLEC2D	43	37	66	71	67	81	64	63
FUNDC1	141	137	193	126	179	225	122	147
MAOB	232	310	373	425	94	705	306	679
RORA	501	578	429	308	499	909	454	666
DRD4	8	8	3	5	6	6	4	6
TGFBR3	3761	4071	4226	2816	4863	3744	3063	4531
KIAA1107	155	117	231	156	191	263	139	166
PLA2G10	2	3	4	2	4	6	3	5
HES2	5	3	4	0	2	0	5	0
ATP1B3	1351	1523	1993	1315	2254	2816	1377	1373
NEDD4	998	1169	1070	631	1382	1786	829	1149
PIGB	225	159	240	163	308	414	233	237
MAPK6	1032	784	1039	560	1178	1248	833	753
GNB5	511	429	567	300	502	580	485	549
RAB27A	571	775	706	378	846	1067	548	657
CECR5	391	538	337	249	414	1153	338	368
UFD1L	652	688	585	397	544	707	441	460
LRP6	2170	1243	2385	1055	1986	1699	2457	1910
GUCY2C	3	2	4	3	3	2	1	4
SCT	3	1	2	2	1	2	2	4
PHRF1	986	963	946	551	1018	1544	784	957
IKBKAP	1080	896	1072	601	1034	1425	814	894
NUCB2	1699	1029	2349	981	2293	1970	1760	1389
PFN2	2390	1666	2847	1415	2746	2704	2283	1663
PTPN3	49	67	37	31	128	278	36	59
SPTB	8	4	13	3	7	13	8	14
DAPP1	1	2	1	3	0	1	0	0
FGF10	323	102	71	19	222	110	88	42
SLC44A1	2812	3118	3553	2884	4116	4940	3019	4098
TMEM260	458	293	521	237	440	481	327	308
SMG6	1787	1343	2181	1018	2049	1818	1762	1474
EXOC5	1396	1197	1494	840	1581	2004	1207	1153
FGF22	1	9	3	8	1	12	1	11
FSTL3	1130	4307	1064	1957	703	2510	980	3624
DGCR2	2793	2156	2799	1620	2337	2997	1986	2553
RNF126	299	351	286	182	339	542	265	330
MNT	670	683	607	356	729	811	484	620
ZXDC	353	384	397	292	349	464	337	470
JMJD6	247	354	255	174	355	569	198	280
POLB	132	75	140	75	175	164	101	89
ST6GALNAC1	0	0	0	0	0	0	0	0
WIPI1	2534	4392	2433	2768	4028	6779	1622	4063
FRMPD1	0	0	0	0	0	1	0	0
GBA2	726	877	736	559	865	1290	554	829
NDST1	5984	6705	10638	5620	7430	13597	6840	8308
ASNS	597	297	724	231	548	343	553	229
AP3M2	439	278	535	270	514	427	448	302
CNGB1	0	0	0	0	0	0	0	0
ST6GALNAC2	20	11	10	11	9	7	13	30
CHAT	0	0	0	0	0	0	0	0
PABPC1	20258	18600	23722	12260	23673	24039	16983	17766
TESK2	107	62	138	65	120	81	123	102
C16orf80	332	254	299	147	360	361	246	224
CSNK2A2	1483	1113	1558	893	1795	1752	1313	1277
PTPN21	1318	1150	1492	998	1542	2007	1293	1554
EIF2B3	270	264	368	192	352	357	264	235
CAMK2A	38	8	38	7	60	14	33	3
TCOF1	746	703	803	329	1081	1255	616	537
CDC42	3556	3190	4081	2661	4259	5446	2901	3026
OSBPL3	1510	778	2067	445	2004	1115	1014	465
EPHA8	0	0	0	0	0	0	0	0
SLC12A3	0	0	0	1	1	0	0	0
RAD18	176	142	206	167	195	278	151	177
ATP2B1	1227	1961	1446	904	1917	3383	1296	1553
TRPM5	0	0	0	0	0	0	1	1
NCK2	385	410	435	289	537	673	407	445
MAP4K4	10555	8057	12062	6440	13098	13568	9440	9468
MGAT4A	12	11	2	2	3	6	12	7
RPL31	13290	12437	12897	7399	10859	13924	9611	9379
WDR1	7131	9960	8866	8070	7770	23137	6214	9819
SNX13	1192	995	1363	728	1575	1682	1125	1129
MS4A12	0	0	0	0	0	0	0	0
ARHGAP10	789	969	874	686	804	1082	728	1206
RPS6KA2	7428	12142	9211	8506	10663	25292	6055	13285
ING3	122	119	211	92	174	206	146	132
VASH1	238	181	219	115	229	276	146	138
LMCD1	1737	3779	2828	4195	1494	6574	1762	6447
SEL1L	5177	4414	6527	4138	5334	8304	4842	6024
TRIP13	49	52	58	25	64	82	57	42
TCF3	1565	1045	1542	582	1669	1511	1294	925
TRIB2	389	160	497	237	458	622	420	299
DAZAP1	1021	936	1084	732	1148	1719	850	1011
MBD3	944	762	923	484	941	1118	787	681
PRLH	0	0	0	0	0	0	0	0
HLTF	1022	673	968	518	1071	1107	744	628
MYO3B	26	31	28	3	8	18	22	11
CYBRD1	22573	21775	33051	23254	38597	48420	28408	36499
CDH19	0	0	0	0	0	0	0	0
PDCD2	678	672	680	409	762	958	582	609
SLC6A15	79	36	12	12	199	110	35	24
RDH11	662	607	765	449	801	1044	545	585
PRKACA	1706	1420	2082	1070	1902	1969	1540	1417
LPHN1	411	325	359	144	299	241	388	314
SPP2	0	0	0	0	0	1	0	0
ACTN1	10183	10814	13511	8906	12921	30552	10168	11144
ZFYVE26	1239	753	1195	543	1377	1237	1175	959
RPS6KA6	231	191	141	53	148	137	155	127
EPN2	640	596	642	517	752	1116	534	854
PTPN18	388	491	347	240	396	591	280	472
LIMS2	249	512	732	815	291	1437	390	918
ASIC4	1	0	2	0	1	0	3	0
SPEG	1258	647	1814	644	1683	1796	1376	963
LNX1	163	161	171	150	252	354	56	98
ALDH3A2	1315	652	1439	466	1616	664	1005	611
TFRC	4192	3828	4310	2886	5425	8622	3487	3705
SREBF1	2787	1265	2890	898	1472	1325	1290	890
TRPC5	4	2	4	0	0	1	11	3
AFF4	3540	2805	3782	2136	4450	5299	3220	3356
UBE2D1	615	528	554	408	611	762	522	606
MPP5	803	629	1039	499	1075	1178	781	689
RHOBTB1	697	693	829	457	898	1228	774	779
ASAH2C	26	22	32	16	31	24	20	7
MARK2	438	366	452	242	522	579	371	383
HMMR	21	57	27	43	16	59	16	46
